step,applied,reason,joint_w4_loss,cycle_loss,teacher_mse,budget_penalty,dual_mse,dual_ssim,block,discriminator_loss,discriminator_applied,reconstruction_mse,perceptual_loss,preservation_mse,loss,residual_loss,trust_loss,spectral_loss,adversarial_loss,grad_norm,learning_rate,reconstruction_gradient_norm,cycle_gradient_norm,joint_w4_gradient_norm
377,True,,0.01262048352509737,0.034664276987314224,,0.0,,,,,,0.003680701367557049,0.07801758497953415,0.0,0.024449586868286133,0.0,0.0,0.0,0.0,0.15377703309059143,0.00046501587665475394,,,
378,True,,0.013597886078059673,0.035845331847667694,,0.0,,,,,,0.003925124648958445,0.08709387481212616,0.0,0.026590850204229355,0.0,0.0,0.0,0.0,0.18750247359275818,0.0004648243562676464,,,
379,True,,0.012691313400864601,0.02405749261379242,,0.0,,,,,,0.005093908868730068,0.0701107531785965,0.0,0.025036871433258057,0.0,0.0,0.0,0.0,0.08679782599210739,0.0004646323575148726,,,
380,True,,0.015697240829467773,0.03076549619436264,,0.0,,,,,,0.006067902781069279,0.08667270839214325,0.0,0.03074006922543049,0.0,0.0,0.0,0.0,0.12331781536340714,0.00046443988088027766,,,
381,True,,0.01708810403943062,0.03901580721139908,,0.0,,,,,,0.006757750175893307,0.09223160892724991,0.0,0.033459171652793884,0.0,0.0,0.0,0.0,0.1963500827550888,0.0004642469268489112,,,
382,True,,0.010299969464540482,0.026402698829770088,,0.0,,,,,,0.0031481317710131407,0.06398332118988037,0.0,0.020110461860895157,0.0,0.0,0.0,0.0,0.18407857418060303,0.00046405349590702565,,,
383,True,,0.013982459902763367,0.03584606945514679,,0.0,,,,,,0.005187586881220341,0.0792694240808487,0.0,0.027455449104309082,0.0,0.0,0.0,0.0,0.10401874035596848,0.0004638595885420756,,,
384,True,,0.015544968657195568,0.03291333466768265,,0.0,,,,,,0.00585712818428874,0.08578979969024658,0.0,0.030310209840536118,0.0,0.0,0.0,0.0,0.1065385490655899,0.00046366520524271604,,,
385,True,,0.01625460386276245,0.03854035586118698,,0.0,,,,,,0.006339479237794876,0.08782945573329926,0.0,0.03176243230700493,0.0,0.0,0.0,0.0,0.18873640894889832,0.0004634703464988014,,,
386,True,,0.013777337037026882,0.032185401767492294,,0.0,,,,,,0.004571916069835424,0.08319927752017975,0.0,0.026991035789251328,0.0,0.0,0.0,0.0,0.22451676428318024,0.00046327501280138406,,,
387,True,,0.012993298470973969,0.030361099168658257,,0.0,,,,,,0.0032665575854480267,0.08790060877799988,0.0,0.025353528559207916,0.0,0.0,0.0,0.0,0.16954101622104645,0.0004630792046427136,,,
388,True,,0.009751467034220695,0.03880975395441055,,0.0,,,,,,0.0028175085317343473,0.05994012579321861,0.0,0.018951086327433586,0.0,0.0,0.0,0.0,0.1077723428606987,0.0004628829225162351,,,
389,True,,0.01608850620687008,0.03997090458869934,,0.0,,,,,,0.005527058150619268,0.09314161539077759,0.0,0.0313294343650341,0.0,0.0,0.0,0.0,0.19562748074531555,0.0004626861669165881,,,
390,True,,0.013716225512325764,0.03293943405151367,,0.0,,,,,,0.004933682736009359,0.07917283475399017,0.0,0.026896584779024124,0.0,0.0,0.0,0.0,0.08138788491487503,0.0004624889383396053,,,
391,True,,0.017371298745274544,0.042783528566360474,,0.0,,,,,,0.007212985306978226,0.090864397585392,0.0,0.034098558127880096,0.0,0.0,0.0,0.0,0.09678748995065689,0.0004622912372823113,,,
392,True,,0.01740438863635063,0.03749937564134598,,0.0,,,,,,0.005813860334455967,0.10811741650104523,0.0,0.03440498560667038,0.0,0.0,0.0,0.0,0.1076190173625946,0.0004620930642429215,,,
393,True,,0.019274583086371422,0.03238051012158394,,0.0,,,,,,0.007663446478545666,0.10403724014759064,0.0,0.037665560841560364,0.0,0.0,0.0,0.0,0.1894921511411667,0.00046189441972084046,,,
394,True,,0.013533266261219978,0.035587020218372345,,0.0,,,,,,0.004815913736820221,0.07562631368637085,0.0,0.026267681270837784,0.0,0.0,0.0,0.0,0.14478252828121185,0.0004616953042166611,,,
395,True,,0.019357779994606972,0.04794921353459358,,0.0,,,,,,0.007603758946061134,0.10616500675678253,0.0,0.03805753216147423,0.0,0.0,0.0,0.0,0.11157532036304474,0.00046149571823216317,,,
396,True,,0.01252700760960579,0.039556100964546204,,0.0,,,,,,0.0039061289280653,0.07632003724575043,0.0,0.024460701271891594,0.0,0.0,0.0,0.0,0.15139751136302948,0.00046129566227031223,,,
397,True,,0.015505065210163593,0.04173162579536438,,0.0,,,,,,0.006399411708116531,0.07814877480268478,0.0,0.030136670917272568,0.0,0.0,0.0,0.0,0.25946083664894104,0.0004610951368352578,,,
398,True,,0.01783054880797863,0.04059594124555588,,0.0,,,,,,0.0060463156551122665,0.10569916665554047,0.0,0.03485274314880371,0.0,0.0,0.0,0.0,0.244961678981781,0.00046089414243233296,,,
399,True,,0.016595127061009407,0.03130510449409485,,0.0,,,,,,0.0059127891436219215,0.0962708592414856,0.0,0.03244805335998535,0.0,0.0,0.0,0.0,0.15687797963619232,0.0004606926795680521,,,
400,True,,0.015118440613150597,0.031947556883096695,,0.0,,,,,,0.005971836857497692,0.08068253099918365,0.0,0.029478006064891815,0.0,0.0,0.0,0.0,0.16613879799842834,0.00046049074875011077,0.06876553010702585,0.008021992419757767,0.0933718606887169
401,True,,0.014419378712773323,0.036449186503887177,,0.0,,,,,,0.00427208049222827,0.08808314800262451,0.0,0.02786426618695259,0.0,0.0,0.0,0.0,0.39758604764938354,0.00046028835048738314,,,
402,True,,0.014265688136219978,0.02999928966164589,,0.0,,,,,,0.004876798018813133,0.08267782628536224,0.0,0.027710262686014175,0.0,0.0,0.0,0.0,0.20008476078510284,0.00046008548528992185,,,
403,True,,0.016053996980190277,0.047697633504867554,,0.0,,,,,,0.005361421965062618,0.09381285309791565,0.0,0.03127368167042732,0.0,0.0,0.0,0.0,0.271128386259079,0.00045988215366895603,,,
404,True,,0.019190143793821335,0.04446346312761307,,0.0,,,,,,0.00649702362716198,0.11453910171985626,0.0,0.03758571296930313,0.0,0.0,0.0,0.0,0.29226139187812805,0.00045967835613689025,,,
405,True,,0.014296570792794228,0.030546147376298904,,0.0,,,,,,0.004577626474201679,0.08710497617721558,0.0,0.0278901569545269,0.0,0.0,0.0,0.0,0.1575789749622345,0.0004594740932073031,,,
406,True,,0.012133793905377388,0.027543464675545692,,0.0,,,,,,0.0036092360969632864,0.07643406093120575,0.0,0.023661870509386063,0.0,0.0,0.0,0.0,0.09194444864988327,0.0004592693653949462,,,
407,True,,0.011753941886126995,0.033959776163101196,,0.0,,,,,,0.002911680145189166,0.07995358109474182,0.0,0.023000579327344894,0.0,0.0,0.0,0.0,0.1592206209897995,0.00045906417321574244,,,
408,True,,0.01915089040994644,0.04413824528455734,,0.0,,,,,,0.007403649389743805,0.10185278952121735,0.0,0.037181198596954346,0.0,0.0,0.0,0.0,0.22945654392242432,0.0004588585171867853,,,
409,True,,0.011186792515218258,0.03190220147371292,,0.0,,,,,,0.004718865267932415,0.05598989501595497,0.0,0.021823668852448463,0.0,0.0,0.0,0.0,0.1645786613225937,0.0004586523978263367,,,
410,True,,0.012528805993497372,0.03186345845460892,,0.0,,,,,,0.003993696998804808,0.07721652090549469,0.0,0.024562789127230644,0.0,0.0,0.0,0.0,0.09726843237876892,0.0004584458156538265,,,
411,True,,0.01729532517492771,0.0320248156785965,,0.0,,,,,,0.006378289312124252,0.10327465832233429,0.0,0.03432133048772812,0.0,0.0,0.0,0.0,0.08686084300279617,0.00045823877118985094,,,
412,True,,0.019124243408441544,0.03899485617876053,,0.0,,,,,,0.007625669240951538,0.1060171127319336,0.0,0.03774157166481018,0.0,0.0,0.0,0.0,0.11809326708316803,0.00045803126495617085,,,
413,True,,0.011819395236670971,0.02822982519865036,,0.0,,,,,,0.003988070413470268,0.06918507069349289,0.0,0.02300827018916607,0.0,0.0,0.0,0.0,0.14641550183296204,0.00045782329747571127,,,
414,True,,0.013785996474325657,0.037776097655296326,,0.0,,,,,,0.003976292908191681,0.0879557728767395,0.0,0.026935627683997154,0.0,0.0,0.0,0.0,0.11259230226278305,0.0004576148692725592,,,
415,True,,0.011178465560078621,0.030202647671103477,,0.0,,,,,,0.003968381322920322,0.0645279735326767,0.0,0.021901670843362808,0.0,0.0,0.0,0.0,0.24679270386695862,0.0004574059808719628,,,
416,True,,0.011041542515158653,0.03581080585718155,,0.0,,,,,,0.003402919974178076,0.0675363838672638,0.0,0.02155620977282524,0.0,0.0,0.0,0.0,0.09619291871786118,0.00045719663280033003,,,
417,True,,0.012694665230810642,0.03379834443330765,,0.0,,,,,,0.0036191693507134914,0.07491755485534668,0.0,0.02414357289671898,0.0,0.0,0.0,0.0,0.39215487241744995,0.00045698682558522707,,,
418,True,,0.012997129000723362,0.041552212089300156,,0.0,,,,,,0.0035116858780384064,0.08693854510784149,0.0,0.025618191808462143,0.0,0.0,0.0,0.0,0.21964888274669647,0.0004567765597553773,,,
419,True,,0.011268917471170425,0.03957994282245636,,0.0,,,,,,0.0024996923748403788,0.07529287785291672,0.0,0.021693697199225426,0.0,0.0,0.0,0.0,0.15420001745224,0.0004565658358406598,,,
420,True,,0.01603667624294758,0.031768590211868286,,0.0,,,,,,0.006082590669393539,0.08696390688419342,0.0,0.031133344396948814,0.0,0.0,0.0,0.0,0.28754687309265137,0.00045635465437210816,,,
421,True,,0.01030273362994194,0.02612573653459549,,0.0,,,,,,0.0027928920462727547,0.06421404331922531,0.0,0.019778288900852203,0.0,0.0,0.0,0.0,0.2126535326242447,0.0004561430158819087,,,
422,True,,0.011375471018254757,0.030105333775281906,,0.0,,,,,,0.003645080840215087,0.06789465248584747,0.0,0.0221110712736845,0.0,0.0,0.0,0.0,0.10683982074260712,0.00045593092090339977,,,
423,True,,0.013513519428670406,0.028603248298168182,,0.0,,,,,,0.005028669256716967,0.0740281194448471,0.0,0.026231033727526665,0.0,0.0,0.0,0.0,0.16598233580589294,0.0004557183699710699,,,
424,True,,0.016887256875634193,0.03708253800868988,,0.0,,,,,,0.006567561533302069,0.09137983620166779,0.0,0.032963626086711884,0.0,0.0,0.0,0.0,0.14908650517463684,0.0004555053636205568,,,
425,True,,0.007645369973033667,0.03145133703947067,,0.0,,,,,,0.0016728220507502556,0.05001489818096161,0.0,0.01463419571518898,0.0,0.0,0.0,0.0,0.22982729971408844,0.00045529190238864577,,,
426,True,,0.011685687117278576,0.04217543825507164,,0.0,,,,,,0.002892314223572612,0.08014636486768723,0.0,0.02301439270377159,0.0,0.0,0.0,0.0,0.18361733853816986,0.0004550779868132684,,,
427,True,,0.01664826273918152,0.02870238572359085,,0.0,,,,,,0.007076899986714125,0.08763906359672546,0.0,0.03277609497308731,0.0,0.0,0.0,0.0,0.24095351994037628,0.0004548636174335013,,,
428,True,,0.011952724307775497,0.03651940077543259,,0.0,,,,,,0.0037159486673772335,0.0723101794719696,0.0,0.02326488494873047,0.0,0.0,0.0,0.0,0.29961177706718445,0.0004546487947895646,,,
429,True,,0.009229810908436775,0.024227239191532135,,0.0,,,,,,0.003078638343140483,0.055454425513744354,0.0,0.018096163868904114,0.0,0.0,0.0,0.0,0.07610282301902771,0.0004544335194228209,,,
430,True,,0.011149055324494839,0.03545961529016495,,0.0,,,,,,0.003318261355161667,0.06830552220344543,0.0,0.02165246568620205,0.0,0.0,0.0,0.0,0.14061295986175537,0.0004542177918757734,,,
431,True,,0.013387942686676979,0.035364169627428055,,0.0,,,,,,0.0043454719707369804,0.07773405313491821,0.0,0.025860462337732315,0.0,0.0,0.0,0.0,0.2222960889339447,0.00045400161269206494,,,
432,True,,0.012746424414217472,0.025611724704504013,,0.0,,,,,,0.0038289139047265053,0.07925461232662201,0.0,0.024756915867328644,0.0,0.0,0.0,0.0,0.17403437197208405,0.00045378498241647656,,,
433,True,,0.01216208841651678,0.036603786051273346,,0.0,,,,,,0.004605283495038748,0.06696449220180511,0.0,0.023829858750104904,0.0,0.0,0.0,0.0,0.13074436783790588,0.0004535679015949259,,,
434,True,,0.007264870218932629,0.021528851240873337,,0.0,,,,,,0.0016329730860888958,0.05182470753788948,0.0,0.014295602217316628,0.0,0.0,0.0,0.0,0.11590971052646637,0.00045335037077446624,,,
435,True,,0.018983546644449234,0.03628150373697281,,0.0,,,,,,0.008211657404899597,0.09951668977737427,0.0,0.03750968724489212,0.0,0.0,0.0,0.0,0.16575825214385986,0.0004531323905032847,,,
436,True,,0.013176009058952332,0.028707263991236687,,0.0,,,,,,0.004902364686131477,0.07636042684316635,0.0,0.02600148878991604,0.0,0.0,0.0,0.0,0.11223889142274857,0.000452913961330701,,,
437,True,,0.011644411832094193,0.028929997235536575,,0.0,,,,,,0.0037315632216632366,0.07319299876689911,0.0,0.022984575480222702,0.0,0.0,0.0,0.0,0.11780034005641937,0.00045269508380716637,,,
438,True,,0.010133921168744564,0.030583934858441353,,0.0,,,,,,0.002949463902041316,0.06382233649492264,0.0,0.019771456718444824,0.0,0.0,0.0,0.0,0.1832878589630127,0.00045247575848426154,,,
439,True,,0.016290046274662018,0.03519629314541817,,0.0,,,,,,0.004975851625204086,0.10425601154565811,0.0,0.0320434644818306,0.0,0.0,0.0,0.0,0.16922417283058167,0.00045225598591469606,,,
440,True,,0.010334324091672897,0.025581449270248413,,0.0,,,,,,0.0025963541120290756,0.07050170004367828,0.0,0.02023666352033615,0.0,0.0,0.0,0.0,0.16831074655056,0.0004520357666523063,,,
441,True,,0.009450497105717659,0.027616890147328377,,0.0,,,,,,0.002650728216394782,0.059274762868881226,0.0,0.018304869532585144,0.0,0.0,0.0,0.0,0.1456759124994278,0.0004518151012520544,,,
442,True,,0.015499673783779144,0.029568281024694443,,0.0,,,,,,0.005245104432106018,0.08972951769828796,0.0,0.03001341223716736,0.0,0.0,0.0,0.0,0.17909586429595947,0.0004515939902700269,,,
443,True,,0.013613266870379448,0.034838736057281494,,0.0,,,,,,0.005234900861978531,0.07303507626056671,0.0,0.02650006301701069,0.0,0.0,0.0,0.0,0.19747057557106018,0.0004513724342634331,,,
444,True,,0.01538811530917883,0.026692159473896027,,0.0,,,,,,0.005435488652437925,0.09011790156364441,0.0,0.030102316290140152,0.0,0.0,0.0,0.0,0.10431995242834091,0.0004511504337906038,,,
445,True,,0.012006248347461224,0.029691506177186966,,0.0,,,,,,0.003783158026635647,0.0754474550485611,0.0,0.02363106608390808,0.0,0.0,0.0,0.0,0.1013481616973877,0.0004509279894109897,,,
446,True,,0.009805739857256413,0.03512720763683319,,0.0,,,,,,0.00278982101008296,0.06330794095993042,0.0,0.019277628511190414,0.0,0.0,0.0,0.0,0.18115368485450745,0.0004507051016851607,,,
447,True,,0.011435948312282562,0.03458321467041969,,0.0,,,,,,0.0030991826206445694,0.07539013028144836,0.0,0.022419976070523262,0.0,0.0,0.0,0.0,0.17749717831611633,0.0004504817711748034,,,
448,True,,0.010305189527571201,0.03090229630470276,,0.0,,,,,,0.0032512068282812834,0.06108887493610382,0.0,0.019974306225776672,0.0,0.0,0.0,0.0,0.13037189841270447,0.00045025799844272034,,,
449,True,,0.01613183505833149,0.03208445757627487,,0.0,,,,,,0.00641298433765769,0.08813513070344925,0.0,0.0316791757941246,0.0,0.0,0.0,0.0,0.16802753508090973,0.00045003378405282887,,,
450,True,,0.014065327122807503,0.03246425837278366,,0.0,,,,,,0.004976117517799139,0.08327308297157288,0.0,0.02769339457154274,0.0,0.0,0.0,0.0,0.21634939312934875,0.00044980912857015877,,,
451,True,,0.01916106790304184,0.03571358695626259,,0.0,,,,,,0.008524051867425442,0.09948268532752991,0.0,0.03799052536487579,0.0,0.0,0.0,0.0,0.11868482083082199,0.0004495840325608518,,,
452,True,,0.012261719442903996,0.02980758249759674,,0.0,,,,,,0.003992540296167135,0.0750948116183281,0.0,0.024061817675828934,0.0,0.0,0.0,0.0,0.2506551742553711,0.0004493584965921596,,,
453,True,,0.014934171922504902,0.03004811331629753,,0.0,,,,,,0.006107436027377844,0.08082736283540726,0.0,0.029424825683236122,0.0,0.0,0.0,0.0,0.10158492624759674,0.0004491325212324429,,,
454,True,,0.013887617737054825,0.031087996438145638,,0.0,,,,,,0.005116502288728952,0.0810919851064682,0.0,0.027424197643995285,0.0,0.0,0.0,0.0,0.10899204015731812,0.0004489061070511692,,,
455,True,,0.011692332103848457,0.027841901406645775,,0.0,,,,,,0.0036887992173433304,0.07432533800601959,0.0,0.023092083632946014,0.0,0.0,0.0,0.0,0.10353469848632812,0.00044867925461891233,,,
456,True,,0.009081674739718437,0.02323020249605179,,0.0,,,,,,0.0020723873749375343,0.06250281631946564,0.0,0.017636645585298538,0.0,0.0,0.0,0.0,0.15327303111553192,0.00044845196450735023,,,
457,True,,0.01218568067997694,0.02827027067542076,,0.0,,,,,,0.004359410144388676,0.06950779259204865,0.0,0.02377857267856598,0.0,0.0,0.0,0.0,0.15276291966438293,0.00044822423728926386,,,
458,True,,0.01137943658977747,0.03263135254383087,,0.0,,,,,,0.003347991732880473,0.07078653573989868,0.0,0.022132394835352898,0.0,0.0,0.0,0.0,0.12438847869634628,0.00044799607353853587,,,
459,True,,0.012051830999553204,0.029410989955067635,,0.0,,,,,,0.003980694338679314,0.0687616616487503,0.0,0.0232028029859066,0.0,0.0,0.0,0.0,0.1407960206270218,0.00044776747383014885,,,
460,True,,0.010386117734014988,0.026946071535348892,,0.0,,,,,,0.003466496942564845,0.060657475143671036,0.0,0.020187823101878166,0.0,0.0,0.0,0.0,0.09811078757047653,0.00044753843874018403,,,
461,True,,0.01232632901519537,0.03370293974876404,,0.0,,,,,,0.004132451489567757,0.07337714731693268,0.0,0.024133525788784027,0.0,0.0,0.0,0.0,0.1940726339817047,0.0004473089688458198,,,
462,True,,0.011386102065443993,0.04580036178231239,,0.0,,,,,,0.0026917955838143826,0.07813575118780136,0.0,0.02234947681427002,0.0,0.0,0.0,0.0,0.26821693778038025,0.0004470790647253303,,,
463,True,,0.01467382162809372,0.02751277945935726,,0.0,,,,,,0.004848108626902103,0.09220018982887268,0.0,0.029017075896263123,0.0,0.0,0.0,0.0,0.1057877466082573,0.000446848726958084,,,
464,True,,0.018956027925014496,0.031272053718566895,,0.0,,,,,,0.009604070335626602,0.08530157059431076,0.0,0.03740298002958298,0.0,0.0,0.0,0.0,0.06592047214508057,0.0004466179561245421,,,
465,True,,0.016606440767645836,0.0278879776597023,,0.0,,,,,,0.007256470620632172,0.08459911495447159,0.0,0.032601699233055115,0.0,0.0,0.0,0.0,0.15664111077785492,0.00044638675280625733,,,
466,True,,0.01115922350436449,0.030296113342046738,,0.0,,,,,,0.003309529973194003,0.07126113027334213,0.0,0.021897826343774796,0.0,0.0,0.0,0.0,0.19125927984714508,0.0004461551175858719,,,
467,True,,0.00935325212776661,0.032513268291950226,,0.0,,,,,,0.002728228224441409,0.056603506207466125,0.0,0.01806696504354477,0.0,0.0,0.0,0.0,0.1289411038160324,0.00044592305104711676,,,
468,True,,0.014035151340067387,0.024979211390018463,,0.0,,,,,,0.004288028459995985,0.08615659922361374,0.0,0.027188632637262344,0.0,0.0,0.0,0.0,0.2015620917081833,0.0004456905537748098,,,
469,True,,0.009526664391160011,0.022875528782606125,,0.0,,,,,,0.0030552027747035027,0.058103397488594055,0.0,0.018620962277054787,0.0,0.0,0.0,0.0,0.11350340396165848,0.0004454576263548543,,,
470,True,,0.012043260037899017,0.030028024688363075,,0.0,,,,,,0.0037739723920822144,0.07453039288520813,0.0,0.023570552468299866,0.0,0.0,0.0,0.0,0.12336085736751556,0.0004452242693742374,,,
471,True,,0.014865053817629814,0.027245759963989258,,0.0,,,,,,0.004497552290558815,0.09646374732255936,0.0,0.029281437397003174,0.0,0.0,0.0,0.0,0.11010587960481644,0.00044499048342102904,,,
472,True,,0.01080627366900444,0.03162902966141701,,0.0,,,,,,0.002699180506169796,0.07469551265239716,0.0,0.021291295066475868,0.0,0.0,0.0,0.0,0.07382351905107498,0.0004447562690843799,,,
473,True,,0.010454756207764149,0.023730555549263954,,0.0,,,,,,0.004186933394521475,0.055665597319602966,0.0,0.020445555448532104,0.0,0.0,0.0,0.0,0.09933508932590485,0.0004445216269545205,,,
474,True,,0.014437162317335606,0.026435991749167442,,0.0,,,,,,0.00571025675162673,0.07975693792104721,0.0,0.02838747203350067,0.0,0.0,0.0,0.0,0.10334224998950958,0.000444286557622759,,,
475,True,,0.012159310281276703,0.026853911578655243,,0.0,,,,,,0.004144361708313227,0.071162149310112,0.0,0.02368842624127865,0.0,0.0,0.0,0.0,0.10320133715867996,0.0004440510616814806,,,
476,True,,0.01148510817438364,0.031416408717632294,,0.0,,,,,,0.003914814908057451,0.06853187084197998,0.0,0.022567274048924446,0.0,0.0,0.0,0.0,0.16950570046901703,0.00044381513972414514,,,
477,True,,0.01315044891089201,0.028699390590190887,,0.0,,,,,,0.004167890176177025,0.08280143141746521,0.0,0.025885475799441338,0.0,0.0,0.0,0.0,0.09766118228435516,0.0004435787923452866,,,
478,True,,0.007454782258719206,0.0227755606174469,,0.0,,,,,,0.002092344919219613,0.04693979397416115,0.0,0.014468861743807793,0.0,0.0,0.0,0.0,0.13768120110034943,0.00044334202014051035,,,
479,True,,0.010248096659779549,0.03164321184158325,,0.0,,,,,,0.0035674104001373053,0.058777861297130585,0.0,0.020009726285934448,0.0,0.0,0.0,0.0,0.13956177234649658,0.0004431048237064929,,,
480,True,,0.012168432585895061,0.033350467681884766,,0.0,,,,,,0.0036569852381944656,0.07779673486948013,0.0,0.02393859624862671,0.0,0.0,0.0,0.0,0.15149551630020142,0.00044286720364097946,,,
481,True,,0.011582990176975727,0.02096959948539734,,0.0,,,,,,0.0040742503479123116,0.06884044408798218,0.0,0.022750981152057648,0.0,0.0,0.0,0.0,0.09262555837631226,0.000442629160542783,,,
482,True,,0.013695493340492249,0.029856272041797638,,0.0,,,,,,0.003839511889964342,0.0903463065624237,0.0,0.026868198066949844,0.0,0.0,0.0,0.0,0.12188421934843063,0.0004423906950117827,,,
483,True,,0.009698085486888885,0.02555571123957634,,0.0,,,,,,0.0026982822455465794,0.060933467000722885,0.0,0.018745271489024162,0.0,0.0,0.0,0.0,0.14203143119812012,0.000442151807648922,,,
484,True,,0.009113498963415623,0.027353011071681976,,0.0,,,,,,0.0029227191116660833,0.05528169870376587,0.0,0.017837919294834137,0.0,0.0,0.0,0.0,0.10557646304368973,0.00044191249905620736,,,
485,True,,0.019285542890429497,0.040974393486976624,,0.0,,,,,,0.008895969949662685,0.09735655784606934,0.0,0.03832691162824631,0.0,0.0,0.0,0.0,0.10771821439266205,0.000441672769836707,,,
486,True,,0.013274255208671093,0.03285016864538193,,0.0,,,,,,0.005605904385447502,0.06874354183673859,0.0,0.02608301490545273,0.0,0.0,0.0,0.0,0.0837322473526001,0.00044143262059454907,,,
487,True,,0.012961377389729023,0.02298833057284355,,0.0,,,,,,0.005195077508687973,0.07013605535030365,0.0,0.025399943813681602,0.0,0.0,0.0,0.0,0.17073965072631836,0.00044119205193492004,,,
488,True,,0.011054900474846363,0.02010868489742279,,0.0,,,,,,0.0031142893712967634,0.07089561223983765,0.0,0.02145983651280403,0.0,0.0,0.0,0.0,0.14539460837841034,0.00044095106446406345,,,
489,True,,0.015587199479341507,0.026148585602641106,,0.0,,,,,,0.007252236362546682,0.07450404763221741,0.0,0.030551325529813766,0.0,0.0,0.0,0.0,0.10928502678871155,0.0004407096587892784,,,
490,True,,0.010644924826920033,0.022860433906316757,,0.0,,,,,,0.0028130612336099148,0.07080256938934326,0.0,0.02076684683561325,0.0,0.0,0.0,0.0,0.22675809264183044,0.00044046783551891756,,,
491,True,,0.010041582398116589,0.025575915351510048,,0.0,,,,,,0.00279095396399498,0.06517397612333298,0.0,0.019605692476034164,0.0,0.0,0.0,0.0,0.23811790347099304,0.0004402255952623862,,,
492,True,,0.010607218369841576,0.0220766793936491,,0.0,,,,,,0.004359775688499212,0.05720539391040802,0.0,0.020908299833536148,0.0,0.0,0.0,0.0,0.082461416721344,0.00043998293863014025,,,
493,True,,0.01296869944781065,0.0318705216050148,,0.0,,,,,,0.0036992253735661507,0.08582428097724915,0.0,0.02556905895471573,0.0,0.0,0.0,0.0,0.1694151610136032,0.0004397398662336852,,,
494,True,,0.007271783892065287,0.025865433737635612,,0.0,,,,,,0.0018624039366841316,0.04619427025318146,0.0,0.014012269675731659,0.0,0.0,0.0,0.0,0.16126649081707,0.0004394963786855739,,,
495,True,,0.01142777781933546,0.016995441168546677,,0.0,,,,,,0.004236375447362661,0.06370141357183456,0.0,0.02220425009727478,0.0,0.0,0.0,0.0,0.1399902105331421,0.0004392524765994058,,,
496,True,,0.010107286274433136,0.020544372498989105,,0.0,,,,,,0.0030820262618362904,0.062282733619213104,0.0,0.019623029977083206,0.0,0.0,0.0,0.0,0.08206985890865326,0.0004390081605898247,,,
497,True,,0.011934613808989525,0.024123631417751312,,0.0,,,,,,0.004016810096800327,0.07297394424676895,0.0,0.02349005453288555,0.0,0.0,0.0,0.0,0.1449742615222931,0.0004387634312725175,,,
498,True,,0.009042307734489441,0.024023182690143585,,0.0,,,,,,0.0029796501621603966,0.05256045609712601,0.0,0.017518235370516777,0.0,0.0,0.0,0.0,0.14389842748641968,0.000438518289264213,,,
499,True,,0.008604292757809162,0.022970587015151978,,0.0,,,,,,0.002377629280090332,0.05635794252157211,0.0,0.01684742234647274,0.0,0.0,0.0,0.0,0.08922601491212845,0.00043827273518267957,,,
500,True,,0.010193091817200184,0.025886982679367065,,0.0,,,,,,0.0032870564609766006,0.061564479023218155,0.0,0.019895466044545174,0.0,0.0,0.0,0.0,0.08217615634202957,0.00043802676964672433,0.0218154533059909,0.00575815713656644,0.0697568440351857
501,True,,0.012010454200208187,0.03362071514129639,,0.0,,,,,,0.0029661511071026325,0.08173767477273941,0.0,0.023486580699682236,0.0,0.0,0.0,0.0,0.09710829704999924,0.00043778039327619115,,,
